Gid,Fid,Same_identity
100721083793746750803,100002581162884,0
100721083793746750803,1257623581,1
100721083793746750803,521046755,0
100727296620553570436,682334189,1
100728195821833525683,100001422740831,0
100728195821833525683,100005526344447,1
100728195821833525683,1174940899,0
100731462825324596079,100001926938149,1
100736743977892287033,1071993124,1
100738666590329119299,100004177507519,0
100738666590329119299,503402215,1
100738666590329119299,748884336,0
100738666590329119299,797122041,0
100741492487783544421,620440674,1
100744038039364460625,100004662422155,1
100744990551889873296,1341313443,0
100744990551889873296,1406854823,1
100744990551889873296,1644496674,0
100744990551889873296,643163913,0
100746209022372906016,100003096685470,1
100746209022372906016,562128454,0
100749814651019342388,1420720392,0
100749814651019342388,1611731889,1
100749814651019342388,835597139,0
100750445402071005381,572631190,1
100752641383501785611,625455182,1
100756713256073599205,1431144214,0
100756713256073599205,1677276130,1
100764161562260121724,514686108,0
100764161562260121724,594595171,1
100764161562260121724,655261423,0
100764161562260121724,674605806,0
100766137662191450661,732836092,1
100770552509049666203,100002597866580,1
100770552509049666203,635885583,0
100772596748927133308,100005973041710,1
100772596748927133308,680019850,0
100775816957418299020,1310779042,0
100775816957418299020,1363274002,1
100775816957418299020,148900167,0
100775816957418299020,712973510,0
100779359046141904626,1104181986,0
100779359046141904626,1297116152,0
100779359046141904626,534237624,0
100779359046141904626,647672732,0
100779359046141904626,823129543,1
100780559767039015769,100001321344031,1
100780559767039015769,100002457346697,0
100780559767039015769,100002954390804,0
100780559767039015769,1124764781,0
100780559767039015769,611000488,0
100782413784936862982,684760035,1
100791152254604242614,1779902062,1
100792989522888240591,100001784778556,0
100792989522888240591,100002864820560,0
100792989522888240591,1135174051,0
100792989522888240591,1491852945,1
100793247891359312472,100001987241552,1
100793247891359312472,100002419296044,0
100793247891359312472,1216819522,0
100794164794870044564,100003461882696,1
100794164794870044564,1095027590,0
100794164794870044564,1144863073,0
100796648084818208611,70305070,1
100796852133943939100,10214961,0
100796852133943939100,1273096359,1
100798202901908820825,1221863686,1
100798720342100470788,1142535932,1
100799528429863118375,100001826993638,0
100799528429863118375,100007473694013,1
100799528429863118375,1113485708,0
100799528429863118375,1322978799,0
100799528429863118375,1835396036,0
100803589332079411294,1108890645,1
100811246848352649310,1345770916,1
100813676358082856176,10024730,1
100813676358082856176,1340866387,0
100823208300188438701,100001671595090,0
100823208300188438701,100001836073045,1
100823208300188438701,756663477,0
100826620354532895135,100007201505243,1
100826620354532895135,668960943,0
100828209572072584041,665317830,1
100830517790175877306,1713661764,0
100830517790175877306,1739242973,0
100830517790175877306,594938467,1
100843413086376265513,1276446405,1
100844541864651369870,100004161841630,1
100844541864651369870,1364255514,0
100844670592141128704,100001660219419,1
100844670592141128704,1002385931,0
100845033713176094054,1200381771,0
100845033713176094054,702113343,0
100845033713176094054,801082295,1
100847304444921632444,100004706011723,1
100847304444921632444,802419034,0
100848829034200047914,100001436322951,1
100849900629940061592,100002633574848,0
100849900629940061592,100006904144235,1
100861075586064762371,527091902,1
100866472438805305138,100003054932427,1
100868466940543586779,100003523163704,1
100869476637543672672,100007132142336,0
100869476637543672672,1737199561,1
100870814330785101888,100002255312521,0
100870814330785101888,1655312932,1
100878992824811021432,100001545909195,1
100878992824811021432,1265442044,0
100880254775109806339,100001602495195,1
100885420044255408222,100002467048268,1
100885420044255408222,1577903005,0
100887850216507453426,100004714325107,1
100887850216507453426,49708965,0
100888600767374344687,100001712117127,0
100888600767374344687,100002187401246,1
100900002327076901256,1119970693,0
100900002327076901256,1562185926,1
100900002327076901256,630939231,0
100900002327076901256,837239987,0
100901983813272918735,1665041952,0
100901983813272918735,529940044,1
100903193547910677664,100001658041054,0
100903193547910677664,100001805645539,0
100903193547910677664,1496311228,0
100903193547910677664,749297424,1
100905014625711167781,100001550943517,0
100905014625711167781,100002769332764,0
100905014625711167781,100002797817835,1
100905014625711167781,100003711052052,0
100905014625711167781,1097326671,0
100906263275099522183,100003986231628,1
100906263275099522183,572469673,0
100907223470128561025,100003061971906,0
100907223470128561025,600525492,1
100907223470128561025,605609367,0
100907223470128561025,610691511,0
100908318125401571608,100005587680111,0
100908318125401571608,100007817502073,0
100908318125401571608,691666085,0
100908318125401571608,713818451,1
100908668412225952857,1108890645,0
100908668412225952857,1298602699,1
100908668412225952857,550007437,0
100909361165485110236,587667748,1
100912440959687685841,617844520,1
100916444362695661919,1067184250,1
100918085003380139307,1538610850,1
100918718201708009877,1273096359,0
100918718201708009877,1446474809,0
100918718201708009877,1640662907,1
100918718201708009877,639737316,0
100924482376000700928,1561746464,1
100931366027112216036,1461511652,1
100931366027112216036,516025342,0
100931366027112216036,758999426,0
100935021354861879334,501609026,1
100938590075440775919,509078439,1
100939421433315271998,1523770893,1
100939421433315271998,556037743,0
100943587207748061742,514947938,1
100944249918937758563,4203603,1
100945587300756140931,100005760962964,1
100945587300756140931,1292534309,0
100946738420132242222,100006779921334,1
100946738420132242222,1383035933,0
100956131940020216790,100001596180233,1
100956131940020216790,1226531767,0
100960833551425467414,100006507673609,1
100960833551425467414,619396605,0
100961776517382423865,599342861,0
100961776517382423865,776558134,1
100964794805021499465,1286223502,0
100964794805021499465,1457059042,1
100964794805021499465,786643389,0
100967235255850035545,100004686303703,1
100969234957369252857,100001452840327,0
100969234957369252857,100003445734825,0
100969234957369252857,100004316046521,0
100969234957369252857,70002387,1
100969234957369252857,875500645,0
100971139742829117742,100001811288178,1
100981125736843921583,1049203882,0
100981125736843921583,1081219232,1
100981125736843921583,11010820,0
100985716362876199174,1279832842,0
100985716362876199174,1390003337,0
100985716362876199174,1413420063,1
100992707299562846962,1409360041,0
100992707299562846962,703341769,1
100992707299562846962,730228886,0
100996629216884956537,1519018239,1
100996947460155172284,100005124971177,1
100996947460155172284,1679920393,0
100996947460155172284,522125808,0
100998456797669968687,1293513209,0
100998456797669968687,1755656014,1
101001330011807843946,100002565840531,0
101001330011807843946,1226531767,1
101002143605563953493,100003075872144,0
101002143605563953493,1095027590,1
101002143605563953493,30109296,0
101002586164193748181,100007148257513,0
101002586164193748181,553478749,1
101008102248355397697,837344555,1
101010679589930601042,100001448896822,0
101010679589930601042,1341277767,1
101010679589930601042,36912567,0
101010679589930601042,825202973,0
101012271545678549366,1298938297,1
101012271545678549366,1802281191,0
101014040069263602893,1095027590,0
101014040069263602893,1813163075,1
101017079368556281561,100005481820007,0
101017079368556281561,1283696849,0
101017079368556281561,579399045,1
101017650111575483709,100004489813448,1
101017650111575483709,1334048944,0
101017650111575483709,1481417635,0
101025330714802048105,100005675349865,1
101027635229191922920,1406380070,0
101027635229191922920,571118172,1
101038631216597760766,538100036,1
101041970389312013155,100001470160768,1
101041970389312013155,1371941791,0
101041970389312013155,1455181262,0
101046827900586847051,100002544274427,0
101046827900586847051,1034145108,1
101054247840964423118,1385178958,1
101056246227600588903,514935748,1
101056246227600588903,546702233,0
101058187151830340588,100002548695786,1
101058187151830340588,1334501351,0
101058463383362745978,1046151819,1
101060811765305820200,1722037164,0
101060811765305820200,641099508,1
101061623740323724666,818430391,1
101067732185767959431,100003324670099,0
101067732185767959431,40106953,1
101073611410624952776,1412324812,1
101074701861400950989,1511192870,0
101074701861400950989,1635410918,1
101074701861400950989,746293163,0
101077263742189644097,606362236,0
101077263742189644097,704310185,1
101079678347797920511,1009703500,0
101079678347797920511,681347625,1
101080710509623048828,1039092562,1
101085261751994848175,1413302736,1
101085261751994848175,501886677,0
101089843520348193294,1302940069,0
101089843520348193294,1797858397,1
101089843520348193294,1843686832,0
101089843520348193294,519078399,0
101093524926482035287,620712643,1
101097749432088948552,100001478096768,1
101100378948432775577,598165052,1
101104076616568393875,100001677326906,1
101104076616568393875,756663477,0
101106273437727097359,582669040,1
101107356884633745406,100001841838615,1
101107356884633745406,100002207613848,0
101107356884633745406,1431944462,0
101107895626302974091,100001685371110,1
101107895626302974091,557690095,0
101110043015110625021,43700590,0
101110043015110625021,664859821,1
101110043015110625021,780925231,0
101112638011416558643,1386488256,0
101112638011416558643,504411731,0
101112638011416558643,559850614,1
101113807159035340281,1627847232,0
101113807159035340281,16711206,1
101115636883373057680,1740976577,1
101115636883373057680,576520234,0
101118419422485092918,100001409754159,1
101118419422485092918,1103803954,0
101118419422485092918,1357175953,0
101119435572913515694,575535636,1
101121761987999342887,100002009440452,0
101121761987999342887,669376138,1
101122487865282532851,100001711589186,0
101122487865282532851,100002499268310,0
101122487865282532851,744013849,1
101125919526743574875,1397952105,1
101130124303052875694,100001991467026,0
101130124303052875694,1043504408,1
101134705810703667469,1017176800,1
101135798180541850164,100001482025657,1
101142643366903305958,100001565281395,1
101142643366903305958,100001868098676,0
101142643366903305958,712036258,0
101143269337243935939,100003740160461,0
101143269337243935939,100007417470120,1
101143269337243935939,688723718,0
101147721025699609931,100003696773964,1
101147721025699609931,753882689,0
101149089605137085060,100001788069308,0
101149089605137085060,1734785943,0
101149089605137085060,579434540,1
101151392274781447100,100004065380573,1
101151392274781447100,725802927,0
101152975270354150024,100001466347174,1
101152975270354150024,1567547396,0
101158469288827723521,100007174352245,1
101159596584895134873,1067351675,1
101159596584895134873,5600801,0
101162977401980631819,514427223,0
101162977401980631819,779102941,1
101165712108002638036,100003684860924,1
101165712108002638036,559667826,0
101170032791121420550,1355438851,0
101170032791121420550,586769457,1
101170300629694114650,100006410790102,1
101172901714207769398,1795160512,0
101172901714207769398,656446273,1
101175784873956524615,100001485289000,1
101188821865142439476,100001668827886,1
101194921048908133203,1459875837,1
101194921048908133203,222407750,0
101200986202804542301,1568959206,1
101200986202804542301,714164748,0
101204844050117606146,100001831884339,1
101204844050117606146,1432623370,0
101212362206091337058,1086637413,1
101213376264980766624,1440576555,1
101213376264980766624,561882296,0
101218971157878817451,690415847,1
101224918728102297862,1514133481,1
101240730060771070877,1180751955,1
101240730060771070877,1560878627,0
101244301780031718657,100001330635332,0
101244301780031718657,1561702678,1
101248462732686902700,1712154592,1
101250657547908526892,100001654543370,0
101250657547908526892,1536032621,0
101250657547908526892,1656102950,1
101256391388253462372,100004332211329,1
101257594475652339225,16714676,1
101266724657821260846,100002073282679,1
101270376371196826695,1234790402,0
101270376371196826695,1255355053,1
101273579542083374757,1227317725,0
101273579542083374757,1457390840,1
101275576010867432336,1330204944,1
101275576010867432336,579383312,0
101275639841797431119,100001624740569,0
101275639841797431119,1482584297,1
101275639841797431119,1654591446,0
101278483893127156444,1573756782,1
101281998803760472382,100002544274427,0
101281998803760472382,1511806945,1
101283403386834118959,100001955555161,1
101283403386834118959,1031843676,0
101285417312394749706,100001991467026,1
101285417312394749706,1441846120,0
101290424260367488845,100001635523567,0
101290424260367488845,501386350,1
101292795711619197464,100002181493256,1
101300099597773547460,1021439318,0
101300099597773547460,786325863,1
101301608593362320497,100002110453617,1
101301608593362320497,315945,0
101306509901854840301,100005593062207,0
101306509901854840301,512591696,1
101307720657073746960,627898670,1
101312209030562892109,1261634247,1
101316073514044722783,100001707039340,0
101316073514044722783,561988301,1
101317258401784747343,673580331,1
101317280376363133124,100002406006587,0
101317280376363133124,100002489830640,1
101319513068294734890,30105465,1
101320813013415808071,683056448,1
101321683880780588157,100001486033473,1
101321683880780588157,100002047553015,0
101321683880780588157,1043388233,0
101331972152407930851,1131067091,1
101331972152407930851,1802281191,0
101331972152407930851,557719941,0
101331972152407930851,664160809,0
101339041541979291522,100001647574817,1
101341238562369709978,1419637727,1
101347335905265377717,1040891327,1
101348552741776950120,100002084188624,0
101348552741776950120,100002873944409,1
101355807990357454325,648195999,1
101356180136991410963,100001780743136,1
101359464961816469831,100001859766218,1
101359464961816469831,100007641344525,0
101359464961816469831,1450020005,0
101362830464048246914,100004975030848,0
101362830464048246914,664422394,1
101366610588104627441,1762014958,1
101369196606391336036,1230213844,1
101370887007478367289,100001492727283,1
101372944301004089479,569721444,1
101376124128744074846,1125992226,0
101376124128744074846,1720549856,1
101376124128744074846,510596651,0
101376168706047204953,100001972660151,0
101376168706047204953,528599261,1
101376168706047204953,536027624,0
101378827314553394736,100005586247650,0
101378827314553394736,1310218570,1
101378827314553394736,1633595137,0
101381859304499006775,1084678354,1
101381859304499006775,512171836,0
101384782260178533174,1466927515,1
101384782260178533174,315945,0
101384782260178533174,532784809,0
101387816305910617026,553390246,0
101387816305910617026,570560106,1
101387816305910617026,572631190,0
101389604486343334433,1446278902,0
101389604486343334433,1794012192,1
101390761537921114815,1515940944,1
101390761537921114815,633493654,0
101391595515402551852,512821317,0
101391595515402551852,668829663,0
101391595515402551852,725802927,1
101394503087099242953,100002321853709,0
101394503087099242953,100006518800911,1
101394503087099242953,1278112788,0
101394503087099242953,614277971,0
101396108761418117631,100001623419111,0
101396108761418117631,100002027233769,1
101410894255593002330,100001359995256,0
101410894255593002330,1198961715,1
101412552772757972948,1019010049,1
101415529169117323515,1407666730,0
101415529169117323515,1431829421,1
101415529169117323515,1590012014,0
101415774587278679577,100001862107049,0
101415774587278679577,546461181,1
101415866249319946476,1402480353,1
101415866249319946476,1683022133,0
101415866249319946476,556421398,0
101418508788492323658,615914358,1
101418741162078556228,1655966619,1
101418741162078556228,674418271,0
101426890933013737821,1359109454,1
101427312038780696480,1633595137,1
101427312038780696480,853794799,0
101432304912526812588,100003479349250,1
101434831457823551334,1025184250,1
101434831457823551334,1223760348,0
101435828216462366863,100002639880706,0
101435828216462366863,1223760348,1
101435828216462366863,655261423,0
101436796627723086027,100002292197523,0
101436796627723086027,662701808,1
101440573359597809913,100003999497519,1
101440573359597809913,100008248724537,0
101440573359597809913,1811444677,0
101451270813872394800,1013013316,1
101451270813872394800,648067402,0
101455176342916143310,1529951380,1
101462596910483603222,1169979561,0
101462596910483603222,1364316001,1
101471783353944236028,1348598354,0
101471783353944236028,829750174,1
101472252775929687248,100007132142336,0
101472252775929687248,1095594409,1
101472252775929687248,580085564,0
101475467576111990841,1319796649,1
101475467576111990841,1356781071,0
101478553235090632917,606897644,1
101478692272833729216,100005154120116,0
101478692272833729216,516045255,1
101478692272833729216,555656823,0
101478692272833729216,560222588,0
101480709427812833270,1428733727,1
101481930297531555915,100001862345104,0
101481930297531555915,1599604511,1
101481930297531555915,748867474,0
101493042823852415248,100001339338958,0
101493042823852415248,1293104949,1
101496835575874561698,1606975860,1
101499342983549482233,1367508134,1
101501117063110277112,1164365059,0
101501117063110277112,1174400474,1
101501117063110277112,1795160512,0
101505502157329797372,100001781011300,1
101509642150281359653,1014470005,1
