Tid,Gid,Same_identity
17606877,104476844813271023215,yes
17617733,105811217275025415273,no
17617733,117010454110031862033,yes
176188601,108782048445421025866,yes
17623457,104595692117387450666,no
17623457,111061262032953518230,yes
17643580,109400868762517464541,no
17643580,114660949692196138395,no
17643580,116361343298499344698,yes
17659132,107184559254464134568,yes
17659132,113668034301592938735,no
176674343,100931366027112216036,yes
17676020,105002622534305679548,no
17676020,113934301728387465906,yes
177042963,114490681535386825573,yes
177416396,109189137968513076451,yes
178051629,110050958717405276239,yes
178051629,113371796286625645821,no
178051629,117225188719084211082,no
17824562,117713685482041608974,yes
17832017,110176314540560162561,yes
17838093,110918029548346893519,yes
17851308,112429171462394180917,yes
17851308,113267768797686322329,no
17851308,114266753578867809369,no
17879014,101524893203257742949,yes
17879014,112789575038219421252,no
17879594,106329413043735327204,no
17879594,111103960087022544307,no
17879594,114824369080271151236,yes
17909630,101348943387904444352,yes
17966559,102173606332314164014,no
17966559,114524534186854696029,yes
17967185,101532923049066862487,yes
17967185,104784416892651238499,no
179924563,110228525418620781429,yes
179924563,114654267421846202065,no
18009051,116715175873646505297,yes
18027891,109080558335349672626,yes
18027891,116251379569540958650,no
18059761,116715175873646505297,yes
18061770,109506578315692738221,no
18061770,115801150260585319211,yes
18073231,101798279284845801876,yes
18073231,104961549505398888707,no
18073231,106933935108065848551,no
18147682,106827760346378381718,no
18147682,108841193209334587998,yes
18159712,104961018045634259153,yes
18159712,107017490815997658624,no
18192656,103086645634038385989,yes
18201724,100295781569644949849,no
18201724,114875423388157259906,no
18201724,115440101475605104914,yes
182411842,100374956332838455240,yes
18245248,100305484387326364679,yes
18245248,101513812910112144772,no
18294443,110824736253580128001,yes
183014479,102189758671654240133,yes
183014479,106150188477499784799,no
183014479,118317781363698538890,no
183160180,105052722675625815621,yes
18322932,116426866495602280067,yes
183652550,102534823376124800117,yes
18382932,100907223470128561025,yes
183866787,104145692568232193541,no
183866787,117053650510049826161,no
183866787,118125995247973624185,yes
18399118,109818089261086831972,no
18399118,111346540551999574569,yes
18428143,107228147218652471430,yes
18428143,114142526484367680801,no
18441279,101997136474904956166,yes
18441279,104900333677222252852,no
18446020,101813765494483375114,no
18446020,111252622894219085928,no
18446020,113568137149244729711,yes
18462748,100156574576805615808,no
18462748,101879518785730700226,yes
18462748,107197881648787880368,no
18472833,111482019929199212396,yes
18472833,117432216919411208564,no
18473049,100936597103985751464,yes
18477548,106748895977733360016,yes
185066063,112123711397354733631,no
185066063,115660299472651520388,yes
185135546,101689114016045813061,no
185135546,106698177172055193094,yes
185135546,108638106381215490384,no
185135546,109075750629984743751,no
185135546,118107433284982468262,no
185135546,118125995247973624185,no
1851448603,113913641359424285838,no
1851448603,114371546573842169420,yes
185222072,101488444640229619524,no
185222072,108189133411765161849,no
185222072,112265581666158839019,yes
185233299,100931366027112216036,no
185233299,109787916610820311595,no
185233299,112657793997506114299,yes
18550433,100355041045514658842,no
18550433,102120300029214679681,no
18550433,103902709424118582055,no
18550433,110162740097290621484,no
18550433,112670822595410706174,no
18550433,112811469009307754811,yes
185765794,101676717667419489333,no
185765794,111738489181111313832,yes
185765794,113416672289469659241,no
18598426,108779570419016923666,yes
18598426,109330915784765928294,no
186038383,108255547333870723106,yes
186116226,103735738437787113358,no
186116226,105500860283556284845,yes
186116226,112202129523606984704,no
18613717,107443336812017210780,no
18613717,115809990258055121742,yes
186220664,104221066139440136128,no
186220664,107141493607510473146,no
186220664,113441634401015420997,yes
186445478,110517645165063756157,no
186445478,110711072637785202395,yes
18653995,103804995100088486738,no
18653995,103886756811589525024,yes
186587692,106551800964296329879,no
186587692,113382243766102297567,no
186587692,113883191378951374216,yes
186587692,116987351044210759574,no
18666535,100467678775139647774,yes
18697035,107320017807198008219,yes
18724483,109788231208326603894,yes
18748016,105549351630248582791,no
18748016,109176677586336609296,no
18748016,115606251863049682875,yes
18775553,106256724237066439474,yes
18775553,108738543135908520741,no
188045154,108838460486632837361,yes
188045154,109266601634385891937,no
188681943,109787916610820311595,no
188681943,110730728642742082027,yes
1887667020,116033328201553119242,yes
18883609,113109176238193092892,yes
1890057164,116186155971040320610,yes
1890261416,116609986378503961390,yes
189143997,103034635333779200706,yes
189143997,108898736368143407405,no
189143997,109393848362875058618,no
189642235,108589701365744501144,yes
18970977,109967341971621667204,yes
18987489,103424353551739420973,yes
18987489,117360283758961390442,no
19005495,115834235002070465597,yes
190103616,102760922043898306220,yes
190103616,108426846048332320933,no
19054117,101451907372712877045,yes
190700804,101660727683395093646,yes
190737117,110597405361098513186,yes
190837089,100321446581689655278,yes
19084850,116878781086482212870,yes
190971743,101997136474904956166,no
190971743,110938063561845240454,yes
190971743,116445379838677729830,no
19125291,115154984637194396397,no
19125291,118029818885633056860,yes
19146556,100756766310677250468,yes
19146556,115209513155780239159,no
19153327,112553518956864744411,yes
19153327,116605495738534841028,no
19188643,104310462608442263116,no
19188643,109652104097265644952,no
19188643,116460487992429669707,yes
19192590,103218246703740413827,yes
19192590,117627985631680088507,no
19192590,118022118229382971194,no
19226921,103067014092710842898,no
19226921,106961857421840680759,yes
19226921,111400440689529247533,no
192294609,115934141597325608372,yes
192294609,116066640733927875531,no
19241042,106933935108065848551,yes
19241926,115541454432910322595,yes
1925835942,101508985001864301632,yes
1925835942,102763694949633583061,no
1926725726,110967124312291871738,yes
192800168,101115028051255611611,yes
192800168,104506223094200777936,no
192800168,115315374775036845132,no
1928088074,114306065303305029423,no
1928088074,116671322723367531418,yes
193107211,107073215490111495565,yes
193107211,114957287714787349243,no
193145803,102242727332383446344,no
193145803,107141493607510473146,yes
19319853,104975027043223389755,no
19319853,116324743888565320543,yes
193208855,110841512235600017235,yes
19345238,113298374419257656586,yes
19363873,103399636398105695214,no
19363873,107183390720684822923,yes
1937203406,106203880770609823737,yes
193752342,107840255365762486602,no
193752342,112030252599313459958,yes
19379194,114466765109103767889,yes
193932856,104942482122681489774,yes
193932856,117632215249733694539,no
19400168,101867719598266894195,no
19400168,116232915934332884444,yes
19416034,116017045544741761540,yes
1943305304,108904817398570477713,no
1943305304,109189137968513076451,no
1943305304,109635636531387235838,yes
19440707,112546014637358172192,no
19440707,117966124071550161829,yes
194820838,100542035640865292737,yes
1948942730,102734224426625032292,no
1948942730,108841193209334587998,no
1948942730,115229709603629003846,yes
19524751,101850426720940177011,no
19524751,114306065303305029423,no
19524751,115538511733500383809,yes
19553235,100908668412225952857,yes
19553235,103004379844418201600,no
19564481,107506433023270101422,no
19564481,115074078652484765694,yes
19565945,108077669715451558070,yes
19565945,112174413414693619166,no
19565945,116324743888565320543,no
19565945,116567316255361230701,no
19568092,108337645793643389304,yes
195719544,114062746338010055059,yes
195719544,114654267421846202065,no
19576691,105068810644261567645,yes
195769182,108176792730996097778,no
195769182,109393848362875058618,yes
195769182,112496882821004592436,no
1957721984,104817741665480696948,no
1957721984,105267466476227485864,no
1957721984,107411018734418486484,no
1957721984,112183935647195600967,no
1957721984,117627985631680088507,yes
195799707,116829160258127871472,yes
1958229696,112755462689594935588,no
1958229696,116578446959647853741,yes
196030267,105183277388713314252,no
196030267,108642034210350758513,no
196030267,110106182600549460510,yes
19615081,112336455824161176997,yes
19615081,114237296771166945915,no
1962051468,107446963344377969110,yes
196420875,117688484800344143351,yes
196735127,112088907936938265020,yes
196769475,101496225020893974166,yes
1968269780,107556507660082582500,yes
19695795,106668359119420817306,yes
197002012,110146252900378345798,yes
1970271739,109420270642726200915,yes
1970271739,113441634401015420997,no
19710733,117559707352590392897,yes
19712873,105086527471120139339,no
19712873,114872278656774583637,yes
197219171,111199381020046956826,yes
19724858,117499456715520382236,yes
19729971,116323713238259373654,yes
19734490,101229885505414754409,yes
19734490,107840255365762486602,no
19741448,114759198232624245733,yes
197417856,107219057159594225658,no
197417856,116715175873646505297,yes
197441181,107183390720684822923,yes
197441181,108560653942601544347,no
197452275,106763170702474755990,no
197452275,116715175873646505297,yes
19763073,105732513599704595427,yes
19763073,109918965866783820532,no
19765758,111490645885089453695,yes
1976587507,106331404879492856520,yes
1978928256,111678466969497911201,yes
19799746,106475158519440584351,yes
19799746,107954535053420768085,no
19800177,110405561136709185275,yes
19847094,110711072637785202395,yes
19852491,105262240101118335352,yes
19852491,106360044968142121678,no
19852491,106475158519440584351,no
19852491,112579702851534445758,no
198846671,112174413414693619166,no
198846671,117114242324200738596,yes
198864841,115228928846322175104,yes
19913764,114044211730547579972,yes
19951689,100467678775139647774,no
19951689,104043200355429346976,no
19951689,111417548179513805640,yes
19951689,111738489181111313832,no
19973059,110021933900885835350,yes
199819852,107642031669528821826,yes
19995336,100295781569644949849,no
19995336,104394959870091930113,yes
200483415,103207242491885562252,yes
200497580,103647404645375869113,yes
200497580,116538575749937541885,no
200533526,108624673796766330767,yes
200533526,111021306269593064802,no
200533526,116426866495602280067,no
20065642,103815252780740650387,yes
200868191,100466804848939818466,no
200868191,103280308715226250900,yes
200868191,103919460646834127943,no
200868191,104825570394776212637,no
200868191,106020796603840060952,no
201223431,100936597103985751464,no
201223431,102936160408036876317,yes
2013121,103317389178100675415,no
2013121,103562558306298436052,yes
2013121,110903501727924934886,no
201444884,115954186387675387611,yes
20155591,100515694818433926897,no
20155591,103902709424118582055,yes
20184946,107612725887657560008,yes
20187037,104506223094200777936,yes
20187037,106056934188569523481,no
20187037,111790958477002409247,no
20187037,114241694490996505356,no
202634416,103280786824527848477,no
202634416,113090210766871505439,yes
202822143,114450719760889679262,yes
20285554,101134705810703667469,no
20285554,111106468294119969678,yes
202920058,111473294216680482733,no
202920058,113680895660977200357,yes
20340964,112137856260369073927,no
20340964,113258060035037205508,yes
20340964,117559707352590392897,no
20347196,103654500710885288671,yes
203890490,118085452282183162519,yes
20394412,101488444640229619524,no
20394412,108879585592845045153,no
20394412,111263842635555134838,no
20394412,111804396378199638320,yes
203952835,114459846292141450621,yes
20398758,115489999601593550545,yes
20404880,107197960825120985940,yes
20404880,117354960403553623970,no
20410945,101850426720940177011,yes
204322541,103488628587864167404,yes
204322541,105003112096601370940,no
204322541,109933133580858019103,no
204322541,113146286262496616482,no
20446633,113913641359424285838,yes
20446715,100680416036373279784,yes
20446715,117354960403553623970,no
20464329,102734224426625032292,yes
20464329,116232915934332884444,no
20466281,101524269459571825585,no
20466281,112995198328517897101,no
20466281,117175998873633329480,yes
20479549,113319621840001010636,yes
20481087,107506433023270101422,yes
205404105,113245442718406735049,yes
205663297,112941264944453866027,yes
205663297,117354960403553623970,no
205916517,106827760346378381718,yes
205921301,100792491875891762069,no
205921301,105003112096601370940,yes
205921301,113828172224787546292,no
20626414,104553858366329149136,yes
20632286,117354960403553623970,yes
20636476,105191184776775320237,no
20636476,112215512725117056959,yes
206605588,104457412640412589084,no
206605588,106246418917550323550,yes
206605588,110021933900885835350,no
206605588,112665828600318363390,no
20699322,100764132856025874311,no
20699322,107207036779440960937,yes
20708250,109075750629984743751,yes
20708250,115809990258055121742,no
207125862,111804396378199638320,no
207125862,114126733784086951500,yes
207150809,101069063888088881635,yes
207150809,104140738845836421352,no
20716946,100310226879669808514,yes
20716946,105262240101118335352,no
207281298,113304447617396141402,yes
207281298,116605489190788924737,no
20731231,106423164776813786517,yes
20731231,111510407750000988194,no
20779383,103184770455127536429,yes
20779383,109457232254244822943,no
20779383,113965319692567355739,no
20793025,100008866764902197464,no
20793025,111644098604085066898,yes
20793025,116107647520094810407,no
20793025,117576975665840675662,no
208201504,103138658595232350221,no
208201504,104350867145009486271,yes
208220615,105189758244973466335,no
208220615,110495608474269785741,yes
208220615,110507910231592093449,no
20841151,102798640974209279243,yes
208967343,106986190297737466480,yes
208967343,108794942917533257131,no
209664421,105455627889755851738,no
209664421,112119856178673629121,yes
209770805,106799187083406824945,yes
20980361,100267777884892163462,yes
210050078,102609064139731530438,yes
210050078,114244714407650509683,no
210843975,116377460083257596519,yes
210895672,110601082798860549248,yes
210924883,103994806208318185478,yes
210924883,105965448666630254878,no
21104374,100515694818433926897,no
21104374,109805424810055054508,yes
211268126,100705691594423967475,no
211268126,103916025157742851836,no
211268126,112592509156449504602,yes
211268126,115677967987288556693,no
211813037,103487269295865202610,no
211813037,108855670341677185094,yes
211813037,113024001882474042324,no
211813037,118029818885633056860,no
21183195,104310462608442263116,no
21183195,105191184776775320237,no
21183195,106708583109253597340,yes
212687768,101451907372712877045,no
212687768,102858992253309666174,no
212687768,103135162823321948365,no
212687768,104506223094200777936,yes
213144999,101332203231997012431,no
213144999,107197881648787880368,yes
213144999,116693620687334596324,no
21326377,101483043975990485812,yes
21326377,103193684519343445052,no
21326377,103859615688714421174,no
21326377,105252579872975184219,no
21326377,112031187077954095640,no
21326377,115209513155780239159,no
213462656,107461520202794364708,yes
21370599,118039180786941966145,yes
21370599,118125995247973624185,no
214336288,101720560293238940880,no
214336288,106291739582694781319,yes
214906984,100321446581689655278,no
214906984,104043200355429346976,yes
2151498037,113845744677770126857,yes
2151739027,104112700502285331526,no
2151739027,112294633768627359244,no
2151739027,114836030641052616587,no
2151739027,116324743888565320543,yes
21518524,104194670101026578005,yes
21518524,112341880587602191195,no
21518524,118022118229382971194,no
215389669,102941466303170564393,no
215389669,103448640997558067665,no
215389669,113289802858946788538,no
215389669,114174399573257744290,yes
21546683,104194670101026578005,no
21546683,111984192275632621190,yes
2157229831,111945924033389395152,yes
216018961,110603249638210894527,no
216018961,112108781803109529299,no
216018961,113176508675646389014,yes
21603335,103170699702068387005,yes
21603335,104394959870091930113,no
21642593,100005681280527860403,no
21642593,100457511311050599880,yes
2165568888,109300144250008042614,yes
2165568888,112595652516113633101,no
21691821,107292985806454068971,no
21691821,108085652745045604804,no
21691821,111552576128917427142,yes
216978742,107058573933969531364,yes
21700499,102582850565195817357,yes
21700499,104383743937872457920,no
21700499,117696388871516252140,no
21706152,112546014637358172192,yes
21706152,115011934808324004029,no
2174223967,104404638051004319506,yes
21750481,114238747346768017060,yes
2176240005,116792504393170149172,yes
21770604,110590624905264327475,no
21770604,114096530870647225083,yes
21798446,100909361165485110236,yes
218106698,112493395468167607111,no
218106698,113416672289469659241,yes
218106698,117769933747623147124,no
21846381,101867719598266894195,no
21846381,103253316389841845088,yes
21846381,116653992599208763428,no
21855875,107026561255042056076,yes
218584061,102760922043898306220,no
218584061,117563928309064346083,yes
2188047644,105029407812926779654,yes
2188051796,106713606374447391760,yes
218891839,103046463411955322825,yes
218891839,117327578543544534224,no
21910473,103523047616404799287,no
21910473,105002622534305679548,no
21910473,109756584355576174190,yes
21910473,111984192275632621190,no
219198715,104967325667043901918,no
219198715,109393848362875058618,no
219198715,110368641076866299992,no
219198715,115901661603327923789,yes
219770065,105620140288682614099,yes
219770065,106551800964296329879,no
219770065,111970603746364930778,no
21994432,106840494431728051523,no
21994432,112341455229776409962,yes
219960110,104251901694902074805,no
219960110,113549343345993015735,yes
22004680,100792491875891762069,no
22004680,115283714288345511793,yes
22019150,108238411469513289667,yes
22019150,110517645165063756157,no
220328342,101676717667419489333,no
220328342,112670822595410706174,yes
22035104,112137856260369073927,yes
22035104,115361895367416004135,no
22051921,105704576745829749444,no
22051921,117192720930006375687,yes
2205410077,103381958323975372669,no
2205410077,109670670411577277190,no
2205410077,112040862018317900693,yes
22070642,104546166318113106960,no
22070642,105394759851141467272,yes
22070642,106440107609259692671,no
220920396,107767073772443003863,yes
2209362557,109646761374294232325,no
2209362557,109857040975209966953,yes
2210236752,115785332588898750064,no
2210236752,116898133810537871417,yes
22128168,114448495721857277008,yes
22128767,102778651135760710184,yes
2214774096,107575054460645653404,yes
2214774096,117296219489457357975,no
2215102304,109145615493727731797,no
2215102304,118290064699215706947,yes
221719444,105609838173768267812,no
221719444,106396618685903027323,yes
221719444,110938063561845240454,no
221760432,103187699653095635023,yes
2219939215,109955069403758770264,yes
2221674799,105844700155461342049,no
2221674799,112493395468167607111,no
2221674799,113948551694494569902,yes
222442273,100515694818433926897,no
222442273,104553043173359953009,yes
222442273,109530125683208012957,no
22273670,117358289059144392427,yes
222987652,109609108757245537962,yes
2230152837,113395625217404906879,yes
2230152837,114446985014897101158,no
2231542507,101524269459571825585,no
2231542507,109945599708140385228,yes
2236289456,104085666931985464873,yes
2236289456,115374095904135531169,no
22432433,100817654941683348379,yes
22432433,117416357607014363057,no
224426628,102719746103014064934,yes
224426628,116192856530727621517,no
22450750,103207242491885562252,no
22450750,115233306327496577248,yes
2246188927,100500746260428492507,no
2246188927,101208472078766177046,no
2246188927,106441570033029509222,no
2246188927,115678942665629839300,yes
224651605,101583329198421541044,yes
224651605,106820522370465795246,no
224651605,107840255365762486602,no
224651605,114705439845350957312,no
224672410,101483732166011555157,yes
2250332484,106843266855139140252,yes
2250332484,109933133580858019103,no
225077218,110349292737208744999,yes
225111450,100710456459435212263,yes
22512631,113503632586695464234,yes
225205230,112115502588989721853,yes
2252291,109534161502336685013,no
2252291,110226306797521231117,yes
2252291,111181202599011089389,no
2252291,116033328201553119242,no
22530325,107537369454198076245,yes
22532392,106895435980145657119,yes
2253859496,103862378427570943830,yes
2253859496,103980368234745038836,no
2253947779,103862378427570943830,yes
22543740,107442590405242242526,no
22543740,111589239967787648759,yes
225755535,113382243766102297567,no
225755535,115785332588898750064,yes
22578053,111022791083299154223,yes
22620810,109609108757245537962,no
22620810,116538575749937541885,yes
2262299714,103869086181086047051,no
2262299714,104996011251233370836,yes
2262299714,105844700155461342049,no
2262299714,110764600943724282803,no
2262299714,114871514439698513601,no
226264971,112672854679940797833,yes
22631073,100226713151068007462,yes
22631073,113146286262496616482,no
2264811,100018657686308505327,yes
2264811,110142997678307983232,no
226852029,103840888445871789853,yes
2269545613,100242674459999308103,yes
227117943,104991415964294031133,no
227117943,110089243900968923504,yes
227117943,112695480936941834082,no
2271897176,106847962427868034124,yes
2272645532,101714181303894002503,yes
2272645532,116361343298499344698,no
2273608988,111734707097070482702,yes
2273608988,117549084190689078968,no
2274771812,109506578315692738221,yes
2274771812,111061262032953518230,no
2276044920,101583329198421541044,no
2276044920,101680183819513158591,yes
2276044920,103046463411955322825,no
