Gid,Fid,Same_identity
101574488477419738708,100001009144706,0
101578568662543829455,100000336931446,1
101598774428582695318,100000125777619,0
101598774428582695318,100000430226647,0
101598774428582695318,100000695629624,0
101598774428582695318,100001071356188,1
101635670620260723908,100000132284930,1
101639677261363012678,100000072501765,1
101639677261363012678,100000305953905,0
101651448071612996468,100000126116601,0
101651448071612996468,100000683716199,0
101651448071612996468,100000952336840,1
101653245632025942519,100000600870666,1
101653245632025942519,100001169247040,0
101705544102372623009,100000568131487,0
101705544102372623009,100000813403453,0
101705544102372623009,100001295797219,1
101714959113679574826,100000877182847,1
101732513600746697061,100000208039152,1
101732513600746697061,100000606244068,0
101732986934233032976,100000517729060,0
101732986934233032976,100001209106032,1
101738160704076819241,100000000526578,0
101738160704076819241,100000256668587,0
101738160704076819241,100000532951732,1
101757758050484693911,100000152064097,0
101757758050484693911,100000266158722,0
101757758050484693911,100000465565482,1
101757758050484693911,100001172004761,0
101813720436832196884,100000048420192,0
101813720436832196884,100000568131487,1
101829070883270232309,100000819148071,1
101832311964812852800,100000872419985,1
101839766630711740978,100000383968407,1
101839766630711740978,100001047706153,0
101844984940990992104,100000049633092,0
101844984940990992104,100000377746794,0
101844984940990992104,100001063794387,1
101853424424482430903,100001038822747,1
101885394329298678711,100001019511752,0
101885394329298678711,100001040696337,1
101885394329298678711,100001257460386,0
101886363679444764903,100000203048481,1
101894867765262317831,100000107869588,1
101903518566050815606,100000484220459,0
101903518566050815606,100000531143645,0
101903518566050815606,100000541812413,1
101904759403962403362,100000123352831,1
101911194824520020179,100001213892166,1
101936072737744076537,100000766570534,1
101971354359754112140,100000557283502,1
101980981333417147362,100000561283899,1
101989053482215108852,100000107753355,0
101989053482215108852,100000163433863,1
102043210075756607446,100000309658147,0
102043210075756607446,100001272645876,1
102051534019692804720,100000142331703,0
102051534019692804720,100000969511208,1
102077821264615510279,100000013167079,1
102078300242964195065,100000035997229,1
102119681728250878550,100000166198026,1
102119681728250878550,100000171039038,0
102119681728250878550,100000377746794,0
102119681728250878550,100000684253054,0
102125505613495043783,100000044735406,0
102125505613495043783,100000469883899,1
102135280338081693744,100000146644758,0
102135280338081693744,100001156041740,1
102135280338081693744,100001191726429,0
102163969935829492617,100001056851634,1
102182470548495150341,100000859364859,1
102182470548495150341,100001138417185,0
102196717759921670751,100000312368283,1
102200608365760994159,100000162066219,0
102200608365760994159,100000216525212,1
102202586716822772652,100001130237852,1
102235049580330502516,100000195102261,0
102235049580330502516,100000423523699,1
102235049580330502516,100000733629564,0
102237923848022150964,100000308841273,1
102237923848022150964,100000940670324,0
102237923848022150964,100001295134770,0
102264500868999139845,100000349061447,0
102264500868999139845,100000996308070,0
102264500868999139845,100001009144706,1
102271131335024827585,100000414972874,1
102271131335024827585,100000679998100,0
102312270819828162459,100000618971055,1
102318621009864640454,100000005470829,0
102318621009864640454,100000274033278,1
102329709186261116086,100000084281051,0
102329709186261116086,100001118432565,0
102329709186261116086,100001196401597,1
102348370099540761571,100000014851054,1
102348370099540761571,100000760236746,0
102364573428175986424,100000128415803,0
102364573428175986424,100000530434317,1
102370333140434672496,100000158125344,0
102370333140434672496,100000545679815,1
102373248454738067230,100000152151020,1
102380311544279639227,100000298973314,0
102380311544279639227,100000499495745,0
102380311544279639227,100000639163911,0
102380311544279639227,100001184971194,1
102387621339577340765,100000108054214,0
102387621339577340765,100000210333838,0
102387621339577340765,100000396657921,1
102387621339577340765,100000958030515,0
102389091870495509198,100000370025194,0
102389091870495509198,100000638856678,1
102396598955169003314,100000178755032,1
102396598955169003314,100000851924958,0
102412414592887682139,100000351099846,1
102452654477041045727,100000006987316,1
102469163481659848250,100000634325723,0
102469163481659848250,100001215392239,1
102469163481659848250,100001252333469,0
102470508554377036124,100000142331703,0
102470508554377036124,100000824396235,0
102470508554377036124,100001163767207,1
102483302757252691735,100000238043524,0
102483302757252691735,100001158310274,1
102490291763146585142,100000473409762,1
102490291763146585142,100000770142352,0
102502478704566840591,100000880906846,1
102505586150899490688,100000042135510,0
102505586150899490688,100001310622600,1
102523367568032980545,100000393177786,1
102523367568032980545,100001281451293,0
102534088716317299090,100000391520510,0
102534088716317299090,100000936750127,1
102535930013291904208,100000680709734,1
102544127085662791255,100000653917183,1
102575158532296342566,100000035685036,1
102582434440753892746,100000564604709,1
102582434440753892746,100000880971278,0
102584766232478443980,100000892628485,1
102611111784497567577,100000548453013,1
102617319632540762329,100000006644071,0
102617319632540762329,100000130565080,0
102617319632540762329,100000558763387,1
102626070957713734460,100000128415803,1
102626070957713734460,100000406790302,0
102650786117476001012,100000114963009,1
102665566763169301111,100000096801015,1
102665566763169301111,100000898602458,0
102670107585646861773,100001253996517,1
102672019007240282266,100000216336587,1
102689544716330751266,100000168624910,1
102689544716330751266,100000870637231,0
102700726387303679963,100000209221305,1
102700726387303679963,100001041291733,0
102700978219039450175,100000093527564,0
102700978219039450175,100000387044987,1
102700978219039450175,100000489188478,0
102700978219039450175,100001249664608,0
102703711919268832094,100000396751860,1
102731343116947606709,100000512891694,0
102731343116947606709,100000617949313,1
102736886157152703007,100000006644071,0
102736886157152703007,100000729256616,0
102736886157152703007,100000804875326,1
102753196396586108453,100001047706153,1
102813658624991112014,100000502036709,1
102833568032175918329,100000103245390,1
102844088154012321729,100000758293080,1
102853677888326048081,100000377746794,1
102853677888326048081,100000859364859,0
102863029269678365839,100000285233521,1
102865086734924611403,100000325353130,1
102870966034719457677,100000220749307,1
102870966034719457677,100000688156233,0
102870966034719457677,100001086944106,0
102900169155504653074,100000274543803,1
102900521247583018457,100000211717727,0
102900521247583018457,100000517729060,1
102922908006502501317,100001029622126,1
102926834472971003274,100000178804893,0
102926834472971003274,100000559585675,1
102936160408036876317,100000027593178,0
102936160408036876317,100000696693249,0
102936160408036876317,100001078347777,0
102936160408036876317,100001201611584,1
102943117105653122277,100000012103889,0
102943117105653122277,100000689475064,1
102946575159886066765,100000060207709,1
102955296366246358363,100000962457982,1
102978716717205890853,100000202903038,1
102980082203034255673,100000707094909,1
102991946083073581438,100000300422912,1
102991946083073581438,100000498683935,0
102998186260554045846,100000990709161,1
103007168311265365750,100000082429680,0
103007168311265365750,100001259460839,1
103007168311265365750,100001287279887,0
103052310549291426281,100000647640612,1
103052310549291426281,100001188313106,0
103066637711874908440,100000162097668,1
103076350023587142542,100000397452931,0
103076350023587142542,100000764416409,1
103088859452176408711,100000572114235,1
103088859452176408711,100000689475064,0
103088859452176408711,100001052821637,0
103112537007986802416,100000149681894,0
103112537007986802416,100000481458951,1
103124864532019258821,100000001351682,1
103124864532019258821,100000272957526,0
103137281846704145607,100000051366023,1
103137281846704145607,100000208039152,0
103187322707979771915,100000122461622,1
103194534560580546967,100000122606405,0
103194534560580546967,100000548453013,0
103194534560580546967,100000580706997,1
103219761185470124415,100000103974272,0
103219761185470124415,100000142577796,1
103219761185470124415,100000143476115,0
103242173874679981434,100000667100543,0
103242173874679981434,100000720274690,0
103242173874679981434,100000840492832,1
103257775655205526768,100000863024422,0
103257775655205526768,100001264651856,1
103260367387522574172,100000063339427,0
103260367387522574172,100000328476087,1
103260367387522574172,100000597344311,0
103260367387522574172,100000620211009,0
103266503990698992156,100000114097133,1
103274182614217087279,100000444176076,1
103274182614217087279,100001315447941,0
103279889779941356877,100001127155544,1
103280566910529773890,100000688156233,1
103290215606577935894,100000213854566,0
103290215606577935894,100000508778304,1
103290215606577935894,100001315447941,0
103290248287963771532,100000471229255,1
103317493960420400633,100000510101614,1
103323775577232097633,100000015341926,0
103323775577232097633,100000395246041,0
103323775577232097633,100001186263458,1
103341836018127658782,100000126032686,0
103341836018127658782,100000298274445,1
103342293595684475715,100000362649253,1
103347535318582520356,100000424054011,1
103347535318582520356,100000916592547,0
103369961511838084750,100000564583833,0
103369961511838084750,100000575976590,1
103371585924957134038,100000049250601,1
103371585924957134038,100000318393724,0
103373177967283574264,100000049959480,0
103373177967283574264,100000409835474,1
103373177967283574264,100001103867639,0
103381740160707593928,100000473190118,1
103394071004399746839,100000035932977,0
103394071004399746839,100001211986631,1
103395308989049476780,100000041719953,0
103395308989049476780,100000200044470,0
103395308989049476780,100000387373110,1
103395308989049476780,100000969503369,0
103407684827700875027,100000351321344,1
103409889500651974124,100000812496717,0
103409889500651974124,100000864032284,1
103428635601634617412,100000101106017,0
103428635601634617412,100000596574749,1
103428635601634617412,100001277806500,0
103449102621206168683,100000619659186,1
103449102621206168683,100001184288256,0
103450596813570409498,100001150128309,0
103450596813570409498,100001311532898,1
103466231522509299972,100000411761077,0
103466231522509299972,100001060699591,0
103466231522509299972,100001195482987,1
103469370734675373709,100000437452673,0
103469370734675373709,100000813403453,1
103469370734675373709,100000906894200,0
103488972720974630302,100000695621431,1
103489247782352790531,100000144680427,0
103489247782352790531,100001279883127,1
103512024751541715495,100000121043319,0
103512024751541715495,100000242581190,1
103512024751541715495,100000469395398,0
103512024751541715495,100001281451293,0
103528971535679965474,100000181826971,0
103528971535679965474,100000284657187,1
103530366701332234137,100000897970657,1
103565618453433396610,100000649153614,1
103576187199142311424,100000391613106,0
103576187199142311424,100001052821637,1
103577178947475009729,100000577767866,1
103582806508642791876,100001037670332,1
103600915069988393417,100000400453849,1
103600915069988393417,100001218119133,0
103608932864136924199,100000051052265,1
103608932864136924199,100000208039152,0
103608932864136924199,100000828214158,0
103608932864136924199,100000848163394,0
103608932864136924199,100001031975532,0
103616303117956363065,100001002465871,1
103624839474107300897,100000281900792,1
103624839474107300897,100000669398158,0
103627336802388036724,100000122606405,1
103630074416286238662,100000525633950,1
103631827961777292589,100000434649060,1
103644874319130707109,100000111098976,1
103644874319130707109,100000213854566,0
103655399192862856103,100000166034955,0
103655399192862856103,100000420932834,0
103655399192862856103,100000831268071,1
103668759241187925817,100000349303341,0
103668759241187925817,100000932012766,0
103668759241187925817,100001021134249,1
103668759241187925817,100001034164887,0
103668759241187925817,100001107732602,0
103680835100003956984,100000479021440,0
103680835100003956984,100000896378120,0
103680835100003956984,100001212294217,1
103681413154500116096,100000311216171,1
103686552720370645101,100000107753355,0
103686552720370645101,100000536260587,0
103686552720370645101,100000693118026,0
103686552720370645101,100000725891082,1
103686552720370645101,100001064173440,0
103687582746391092515,100000774764926,0
103687582746391092515,100000890522556,1
103699985548708623379,100000062356650,1
103699985548708623379,100000594178201,0
103708113475628773040,100000934156224,0
103708113475628773040,100001030635897,0
103708113475628773040,100001104543903,1
103720762299108739299,100000248517638,1
103740219487250550244,100000540890898,0
103740219487250550244,100000546752152,1
103747840521337060069,100000603578745,0
103747840521337060069,100000608982549,1
103747840521337060069,100000695621431,0
103790445950199572082,100000003531368,0
103790445950199572082,100000758032469,1
103794437566401628111,100000001460102,1
103794437566401628111,100000447846453,0
103850356071588935767,100000634325723,1
103893519007485349235,100000108138357,0
103893519007485349235,100000195102261,1
103894842522819637241,100000284657475,1
103894842522819637241,100000674287109,0
103911574017314297846,100000359882731,1
103911574017314297846,100000562303585,0
103919453262733136894,100000065924941,0
103919453262733136894,100000373270414,0
103919453262733136894,100000410314343,1
103919453262733136894,100000681776999,0
103932113546569462178,100000615815243,1
103936609337607938431,100000061753918,0
103936609337607938431,100000981891843,1
103936611896773927219,100000117857156,1
103936611896773927219,100000736329554,0
103953556456558260128,100000342458244,1
103957509740920086919,100000052604026,0
103957509740920086919,100000331233124,1
103957509740920086919,100000930122106,0
103957509740920086919,100001201611584,0
103967084615589037287,100000276780094,1
103971773901214394470,100000287498813,1
103971773901214394470,100000852900117,0
103977339163961010998,100000625514631,1
103977339163961010998,100000736329554,0
103977339163961010998,100000916592547,0
103982666998630589270,100000098655501,0
103982666998630589270,100000922590068,1
103999492914962246940,100000694364172,1
104000314197305960255,100000042135510,1
104030791590633628401,100000125502975,1
104030791590633628401,100000515959770,0
104048673267080406193,100000939485266,1
104056735912453829118,100000023551859,1
104059045010855575375,100000692297631,0
104059045010855575375,100001287279887,1
104079007430941644742,100000187573234,1
104079007430941644742,100000831268071,0
104082414488975682839,100000262380223,0
104082414488975682839,100000508046246,1
104115720789140232418,100000621000525,1
104115720789140232418,100000809741186,0
104115720789140232418,100000906217704,0
104131263287042464891,100000734847203,1
104192258413095517712,100001154042558,1
104192258413095517712,100001277806500,0
104213474314130807243,100000044485185,0
104213474314130807243,100000906894200,1
104220460277227614111,100000770142352,1
104227503124545796004,100000146644758,1
104271587784470868326,100000493544556,1
104282497320713000302,100001025471274,1
104284849417187126585,100000411212197,1
104284849417187126585,100000554888947,0
104284849417187126585,100000641536047,0
104316675489000340446,100001134121862,1
104330546809781031339,100000574604507,0
104330546809781031339,100001257460386,1
104340986663912931380,100001238947378,0
104340986663912931380,100001276168954,1
104355279975507327771,100000990916180,1
104355279975507327771,100001051436006,0
104356554571502441271,100000049250601,0
104356554571502441271,100000082041262,1
104356554571502441271,100000526887672,0
104367738051596614132,100000681776999,1
104374652566102828667,100001159112617,1
104374652566102828667,100001271132149,0
104381027623612816853,100000263598812,1
104386197878019885958,100000016155908,1
104392173390790812180,100000038007590,0
104392173390790812180,100000923707499,1
104396225846581974231,100000272957526,0
104396225846581974231,100000354405261,1
104399720371612970540,100000349303341,0
104399720371612970540,100000388033392,0
104399720371612970540,100000512201186,1
104409684053097558652,100000005470829,0
104409684053097558652,100000267439635,1
104409684053097558652,100000577767866,0
104409684053097558652,100000963666530,0
104410250098549260556,100000932884713,1
104416990401812838560,100001239431913,1
104420191668910917634,100000575394021,1
104469530490100191846,100000567145297,1
104469530490100191846,100001149189459,0
104490595789611214348,100000518410386,1
104490595789611214348,100001235434462,0
104500377510054404533,100000095036534,1
104500377510054404533,100000641563901,0
104500377510054404533,100000685555096,0
104500377510054404533,100000751222887,0
104500377510054404533,100001211986631,0
104502228774284386251,100000741412157,1
104552196734578086115,100000641919624,1
104552196734578086115,100001191726429,0
104581501242753286346,100000399649570,0
104581501242753286346,100000514652209,0
104581501242753286346,100000618893087,1
104581501242753286346,100000925854404,0
104585780290781375728,100000225002438,0
104585780290781375728,100000537565634,1
104610403192856826894,100000469883899,0
104610403192856826894,100000559125169,1
104639908911153927205,100000726409086,1
104639908911153927205,100001162700240,0
104670024397329258475,100000564583833,0
104670024397329258475,100000989396116,0
104670024397329258475,100001148750515,1
104694922419111243303,100000123985179,1
104773969529460650787,100000716059080,1
104844542327905242521,100000171039038,1
104850025781329889402,100000391912910,0
104850025781329889402,100000617226861,0
104850025781329889402,100001299024529,1
104861401995049191248,100000477609273,1
104870807453846358381,100000194438019,1
104870807453846358381,100000414972874,0
104870807453846358381,100000727310082,0
104889825592841250860,100000659805488,0
104889825592841250860,100000670023907,1
104897908842129455747,100000085762934,1
104897908842129455747,100000687309539,0
104915927349348605095,100000831765432,0
104915927349348605095,100001151187944,1
104915927349348605095,100001157052575,0
104921871296343411325,100000003758569,1
104930139814613147574,100000515402033,0
104930139814613147574,100000542801128,1
104930139814613147574,100000988067466,0
104949805032364692556,100000305953905,1
104949805032364692556,100000587202809,0
104949805032364692556,100000640660315,0
105011523585551893984,100000102123023,0
105011523585551893984,100000364217736,1
105012775990264781236,100000165581113,1
105033402809556863220,100000271991009,0
105033402809556863220,100000538326292,0
105033402809556863220,100000686796745,1
105075020745089939316,100000052604026,1
105075020745089939316,100000896378120,0
105080359127938092715,100000345653838,1
105091774011758618534,100000065924941,1
105091774011758618534,100000396751860,0
105104544410439581478,100000756824971,1
105104544410439581478,100000915506330,0
105119941764906785669,100000520901462,1
105135198302843216163,100000176798796,1
105138691955057073576,100000014851054,0
105138691955057073576,100001219017822,1
105165641528834067164,100000358802408,1
105181623032860844383,100000193477564,1
105186844067668385893,100000003531368,1
105186844067668385893,100000103245390,0
105186844067668385893,100000970215380,0
105189770219138836810,100000564583833,1
105189770219138836810,100000744896199,0
105212781092047561186,100000429337863,0
105212781092047561186,100001214838439,1
105213480418583085228,100000284657187,0
105213480418583085228,100000678129708,1
105218321052691174487,100000741567398,1
105251875440978520712,100000561328198,1
105256364751715118650,100001075140652,1
105266128992996403506,100001099478582,1
105267466476227485864,100000536260587,1
105267466476227485864,100001189371712,0
105302383310462475548,100001280968317,1
105330695160307797167,100000562044296,0
105330695160307797167,100000826393845,1
105348783244749972840,100001014345688,1
105351413384343552981,100001231325857,1
105376540461755250741,100000242581190,0
105376540461755250741,100000459382774,1
105389774590668217499,100000809741186,0
105389774590668217499,100000831765432,0
105389774590668217499,100000957084120,0
105389774590668217499,100001236435938,1
105405088371153963587,100000522978309,1
105405088371153963587,100000611184090,0
105405088371153963587,100000646433475,0
105456265725525275785,100000077705607,1
105456265725525275785,100001116562986,0
105480739212242109466,100000538065941,1
105480739212242109466,100000620814149,0
105494107251458965904,100000266158722,1
105494107251458965904,100000922590068,0
105494107251458965904,100001158060761,0
105500180011489117145,100000410144820,1
105500180011489117145,100000653495592,0
105524633970509624909,100000294496413,1
105546758586973317695,100000592785934,1
105546758586973317695,100001060699591,0
105548685935038400070,100000248517638,0
105548685935038400070,100001066228674,1
105548685935038400070,100001124805785,0
105550610297321433783,100000548457145,1
105554000474660300564,100000084281051,0
105554000474660300564,100000094066357,1
105559655269196893569,100000880906846,0
105559655269196893569,100001019798882,1
105570100669058547835,100000958030515,1
105589102721037406941,100000427705840,1
105589102721037406941,100001038822747,0
105589102721037406941,100001177942683,0
105592263171058062908,100000599812949,0
105592263171058062908,100000824131565,1
105611922662134080873,100000014851054,0
105611922662134080873,100000040092085,1
105617278542394768089,100000680645013,1
105617278542394768089,100000864032284,0
105620131232261545500,100000015821577,0
105620131232261545500,100000049633092,1
105620572446691533482,100000008081791,0
105620572446691533482,100000844066303,1
105620572446691533482,100001226266255,0
105648003945845961070,100000204912614,0
105648003945845961070,100001111436023,1
105648003945845961070,100001118345804,0
105660538738711248449,100000396064076,1
105660538738711248449,100001209183112,0
105679091486978389963,100000000743929,0
105679091486978389963,100001276561357,1
105681203537252033912,100000152064097,1
105681203537252033912,100000179011965,0
105681203537252033912,100000886846905,0
105690048862213617968,100001105677059,1
105719360119347921621,100000479922326,0
105719360119347921621,100000572305745,1
105719360119347921621,100000923707499,0
105720997619837663922,100000096262006,1
105750436718798761312,100000257897183,0
105750436718798761312,100000267439635,0
105750436718798761312,100000647024524,1
105794086276847267154,100000596120294,0
105794086276847267154,100001235615997,1
105806501355513368320,100000005166276,0
105806501355513368320,100000096262006,0
105806501355513368320,100000193359015,1
105807335453006696389,100000049616444,0
105807335453006696389,100000270418690,1
105826305405391199089,100000048420192,1
105826305405391199089,100000094066357,0
105826305405391199089,100000934730197,0
105829320863474003295,100000763982603,0
105829320863474003295,100001286256656,1
105851703988037937833,100000785094834,1
105853128722536211330,100000557613909,0
105853128722536211330,100000722202707,1
105858986007953682496,100000278149027,1
105858986007953682496,100000922087897,0
105876972504565457520,100000840492832,0
105876972504565457520,100001034164887,1
105891790252024461341,100000052604026,0
105891790252024461341,100000082123554,1
105895008926035910481,100000562044296,1
105895008926035910481,100001099726247,0
105909337009234794188,100000748832021,1
105909337009234794188,100000896449091,0
105918491000098520973,100000989396116,1
105954166861325400081,100000880971278,1
105957324923522190859,100000286939364,1
105973443582338373939,100000810237796,1
105974754269195339591,100000529945283,1
105991313957383747409,100000063339427,0
105991313957383747409,100000207461048,0
105991313957383747409,100000211717727,1
105998155310594193139,100000171200725,1
105998202054304028324,100000873541091,1
106001050152076710392,100000041719953,1
106001050152076710392,100000629275556,0
106006636816236581915,100000004318205,1
106006636816236581915,100000526380210,0
106009927991239783965,100001274406558,1
106016872014617211621,100000121043319,0
106016872014617211621,100000812496717,1
106016872014617211621,100001086113173,0
106030300191788577025,100000116830166,1
106030300191788577025,100000117857156,0
106035841118328132774,100000342129362,1
106035841118328132774,100000732086354,0
106035841118328132774,100000734847203,0
106062933544923602073,100000724234027,1
106078432287577319779,100000842135329,1
106079085555898854282,100000342021070,1
106083177011504271910,100000340140427,0
106083177011504271910,100000456058432,1
106083177011504271910,100000766570534,0
106094965678081615444,100001157052575,1
106098472356095566138,100000207461048,1
106108796807961315247,100000597757150,0
106108796807961315247,100000875654060,0
106108796807961315247,100000890574778,1
106110424136011704301,100000195102261,0
106110424136011704301,100000272957526,0
106110424136011704301,100000437220118,0
106110424136011704301,100000487989178,1
106120353698824836679,100000237186508,1
106120353698824836679,100000404077328,0
106130881507207874825,100001136258524,1
106146667618058692988,100000105525312,1
106146667618058692988,100001312159104,0
106150595032803779088,100000654005293,1
106168504278213934984,100000514150046,1
106186623725522209190,100000238043524,1
