Tid,Gid,Same_identity
17195410,112141671271909735156,no
17198577,109970259395268674222,no
17198577,110176482386206490784,no
17198577,111587319385064085440,yes
1720168495,105268185962501937268,yes
17204609,113797187293136054888,yes
17204609,117354960403553623970,no
17233107,116301362267515897906,yes
172555038,105492135697748920773,yes
172555038,106441570033029509222,no
172555038,112141671271909735156,no
17259300,107207036779440960937,no
17259300,112141671271909735156,no
17259300,112703323488409728264,yes
1726010396,105092091546152039219,yes
1726010396,106544113502730502763,no
1726010396,118136232699687858099,no
172712000,100440758470641315034,no
172712000,102763694949633583061,yes
172726262,100440758470641315034,no
172726262,102763694949633583061,yes
17280132,117898826851477361196,yes
1730364025,114197951660575959146,no
1730364025,116410221705877339496,yes
173113718,106990459730486922427,no
173113718,113942936901208185285,yes
173113718,114794723532613892967,no
17313189,103448640997558067665,no
17313189,106992020178791907378,yes
17313189,110593853249475600967,no
17313189,113218101287961545481,no
17313189,117559707352590392897,no
17313189,118255512766703943814,no
17323582,117948666731480474257,yes
1733367122,101394503087099242953,yes
1733367122,103392268542868533629,no
1733367122,106947902588747146281,no
1733367122,114465481367291273092,no
173391676,114576522038049983062,yes
173391676,115233306327496577248,no
173572181,108238411469513289667,yes
173572181,110593853249475600967,no
173572181,112141671271909735156,no
173572181,113218101287961545481,no
173572181,117632215249733694539,no
17363,102886197764899636537,no
17363,105093936623547141136,yes
17374049,107120112732710071389,yes
17374049,108070646120160104788,no
173898105,114259008608527619729,yes
174008148,100926282254239251503,no
174008148,118147392141073790711,yes
17417988,103988290646908566062,yes
17417988,112672854679940797833,no
17419392,105965448666630254878,yes
17419392,117110030984829988031,no
174293428,112141671271909735156,no
174293428,118212927391274074354,yes
17443186,105764942685316342387,yes
17461592,100502806126131626792,no
17461592,116445379838677729830,yes
17468192,100071081969519509281,yes
17478906,114266753578867809369,yes
17509244,102318199169718430035,yes
175277739,102523367568032980545,yes
175277739,102760922043898306220,no
175277739,102886197764899636537,no
175277739,117354960403553623970,no
175340469,104251901694902074805,yes
175340469,112141671271909735156,no
175363023,115064580333669401513,yes
175363023,116607451413574474055,no
1753790960,101867719598266894195,yes
175428931,108176792730996097778,yes
175428931,112141671271909735156,no
175581060,111846547887997033862,no
175581060,115311744297063116242,yes
17575000,102886197764899636537,no
17575000,106544113502730502763,no
17575000,118068780744340572073,yes
17575000,118136232699687858099,no
17584415,111181202599011089389,yes
17584415,112141671271909735156,no
17591406,105041155822701773216,no
17591406,106374596041606999538,yes
17591406,107113033936595495989,no
17606877,102886197764899636537,no
17606877,104476844813271023215,yes
17606877,117240177669871793636,no
17606877,117616819099234899721,no
17617733,112141671271909735156,no
17617733,117010454110031862033,yes
176188601,100304521969630758634,no
176188601,108782048445421025866,yes
176188601,112141671271909735156,no
17623457,111061262032953518230,yes
17643580,116361343298499344698,yes
17659132,107184559254464134568,yes
176674343,100931366027112216036,yes
176674343,104350867145009486271,no
17676020,113934301728387465906,yes
177042963,110892766874973227080,no
177042963,114490681535386825573,yes
177416396,107207036779440960937,no
177416396,109189137968513076451,yes
178051629,107320017807198008219,no
178051629,110050958717405276239,yes
17824562,100353786203026504653,no
17824562,117713685482041608974,yes
17832017,110176314540560162561,yes
17838093,103448640997558067665,no
17838093,110918029548346893519,yes
17838093,118255512766703943814,no
17851308,111103960087022544307,no
17851308,112429171462394180917,yes
17879014,101524893203257742949,yes
17879594,102886197764899636537,no
17879594,114824369080271151236,yes
17909630,101348943387904444352,yes
17966559,102886197764899636537,no
17966559,114524534186854696029,yes
17966559,117404040879699193529,no
17967185,100708286002102825954,no
17967185,101532923049066862487,yes
17967185,102886197764899636537,no
179924563,110228525418620781429,yes
18009051,100305484387326364679,no
18009051,102886197764899636537,no
18009051,116107647520094810407,no
18009051,116715175873646505297,yes
18027891,101394503087099242953,no
18027891,109080558335349672626,yes
18027891,111718118121910526069,no
18027891,118290933519621530690,no
18059761,112141671271909735156,no
18059761,116715175873646505297,yes
18061770,115801150260585319211,yes
18073231,101798279284845801876,yes
18073231,106544113502730502763,no
18073231,110601082798860549248,no
18073231,118136232699687858099,no
18147682,108841193209334587998,yes
18159712,102798640974209279243,no
18159712,104961018045634259153,yes
18159712,110992540192600516242,no
18192656,103086645634038385989,yes
18192656,110992540192600516242,no
18201724,100293480225991166393,no
18201724,114465481367291273092,no
18201724,115440101475605104914,yes
182411842,100374956332838455240,yes
182411842,102041327289496935587,no
18245248,100305484387326364679,yes
18245248,102886197764899636537,no
18245248,114266753578867809369,no
18294443,102886197764899636537,no
18294443,106544113502730502763,no
18294443,110824736253580128001,yes
18294443,117652009008178397669,no
18294443,118136232699687858099,no
183014479,102189758671654240133,yes
183014479,103448640997558067665,no
183014479,114266753578867809369,no
183160180,102886197764899636537,no
183160180,105052722675625815621,yes
183160180,105135198302843216163,no
18322932,103280786824527848477,no
18322932,108726152831752630088,no
18322932,111161147524949095445,no
18322932,113382243766102297567,no
18322932,114794723532613892967,no
18322932,116426866495602280067,yes
183652550,102534823376124800117,yes
18382932,100907223470128561025,yes
18382932,103004379844418201600,no
18382932,112141671271909735156,no
183866787,100079309777616471215,no
183866787,105000864368700262321,no
183866787,110865508009409873937,no
183866787,118125995247973624185,yes
18399118,101524269459571825585,no
18399118,111346540551999574569,yes
18399118,117898826851477361196,no
18428143,107228147218652471430,yes
18428143,110337349013399900251,no
18441279,101997136474904956166,yes
18441279,116426866495602280067,no
18441279,117901376116430789075,no
18446020,113568137149244729711,yes
18462748,101879518785730700226,yes
18462748,107082278701210921200,no
18462748,108528026328518552100,no
18462748,112141671271909735156,no
18472833,111482019929199212396,yes
18472833,118171875637078667388,no
18473049,100936597103985751464,yes
18473049,105633637524891959516,no
18473049,115799234856206458873,no
18477548,106748895977733360016,yes
18477548,109125078015384317470,no
185066063,115660299472651520388,yes
185135546,106286120848170577426,no
185135546,106698177172055193094,yes
185135546,112141671271909735156,no
1851448603,112141671271909735156,no
1851448603,114371546573842169420,yes
185222072,102269949688180231960,no
185222072,112265581666158839019,yes
185222072,114794723532613892967,no
185222072,116460487992429669707,no
185222072,117030204753356388283,no
185233299,112657793997506114299,yes
18550433,112141671271909735156,no
18550433,112811469009307754811,yes
185765794,111738489181111313832,yes
18598426,108779570419016923666,yes
18598426,110593853249475600967,no
18598426,111868566819315188595,no
18598426,116750775235200702474,no
186038383,108255547333870723106,yes
186116226,102886197764899636537,no
186116226,105500860283556284845,yes
18613717,102886197764899636537,no
18613717,115809990258055121742,yes
186220664,109846177475982328072,no
186220664,112141671271909735156,no
186220664,113441634401015420997,yes
186445478,110176482386206490784,no
186445478,110711072637785202395,yes
18653995,103886756811589525024,yes
18653995,110593853249475600967,no
18653995,111868566819315188595,no
186587692,113883191378951374216,yes
18666535,100467678775139647774,yes
18666535,103588007142636240999,no
18697035,107320017807198008219,yes
18697035,110593853249475600967,no
18697035,111868566819315188595,no
18724483,105262240101118335352,no
18724483,109788231208326603894,yes
18748016,108738543135908520741,no
18748016,115606251863049682875,yes
18775553,102084257258559149993,no
18775553,106256724237066439474,yes
18775553,112579702851534445758,no
188045154,105882115486166918429,no
188045154,108838460486632837361,yes
188681943,110730728642742082027,yes
1887667020,103034635333779200706,no
1887667020,106544113502730502763,no
1887667020,116033328201553119242,yes
1887667020,118136232699687858099,no
18883609,103280786824527848477,no
18883609,108726152831752630088,no
18883609,111161147524949095445,no
18883609,113109176238193092892,yes
18883609,114794723532613892967,no
18883609,116426866495602280067,no
1890057164,100293076646043606959,no
1890057164,115154984637194396397,no
1890057164,116186155971040320610,yes
1890261416,112141671271909735156,no
1890261416,116609986378503961390,yes
189143997,103034635333779200706,yes
189143997,106544113502730502763,no
189143997,107537369454198076245,no
189143997,118136232699687858099,no
189642235,108589701365744501144,yes
189642235,110257747922233036170,no
189642235,112141671271909735156,no
18970977,105003112096601370940,no
18970977,109967341971621667204,yes
18987489,102660925149030065933,no
18987489,103424353551739420973,yes
19005495,115834235002070465597,yes
190103616,102189758671654240133,no
190103616,102760922043898306220,yes
190103616,111552576128917427142,no
190103616,112141671271909735156,no
190103616,114266753578867809369,no
190103616,116607451413574474055,no
19054117,101451907372712877045,yes
190700804,101660727683395093646,yes
190737117,103991285336818536420,no
190737117,110597405361098513186,yes
190837089,100321446581689655278,yes
190837089,100716977602077447415,no
190837089,102760922043898306220,no
190837089,104405679630072508308,no
190837089,112141671271909735156,no
190837089,115237092509505721130,no
19084850,103448640997558067665,no
19084850,107120112732710071389,no
19084850,112141671271909735156,no
19084850,116878781086482212870,yes
19084850,118255512766703943814,no
190971743,103448640997558067665,no
190971743,110938063561845240454,yes
190971743,118255512766703943814,no
19125291,112141671271909735156,no
19125291,118029818885633056860,yes
19146556,100756766310677250468,yes
19146556,112141671271909735156,no
19146556,114610539450436801420,no
19153327,102886197764899636537,no
19153327,111417548179513805640,no
19153327,112553518956864744411,yes
19188643,116460487992429669707,yes
19192590,103218246703740413827,yes
19192590,116607451413574474055,no
19226921,106961857421840680759,yes
192294609,112141671271909735156,no
192294609,115934141597325608372,yes
19241042,106933935108065848551,yes
19241042,111161147524949095445,no
19241042,116653992599208763428,no
19241042,118165824208269803973,no
19241926,100041027501646240105,no
19241926,110859518444793430867,no
19241926,115541454432910322595,yes
1925835942,101508985001864301632,yes
1925835942,102886197764899636537,no
1926725726,110967124312291871738,yes
1926725726,116578446959647853741,no
192800168,101115028051255611611,yes
192800168,112141671271909735156,no
1928088074,116671322723367531418,yes
193107211,107073215490111495565,yes
193107211,107219057159594225658,no
193145803,102886197764899636537,no
193145803,107141493607510473146,yes
19319853,103448640997558067665,no
19319853,116324743888565320543,yes
19319853,118255512766703943814,no
193208855,102886197764899636537,no
193208855,110841512235600017235,yes
19345238,102136601183797591108,no
19345238,113298374419257656586,yes
19345238,115011934808324004029,no
19363873,100716977602077447415,no
19363873,104405679630072508308,no
19363873,106183571447779294574,no
19363873,107183390720684822923,yes
19363873,115237092509505721130,no
1937203406,106203880770609823737,yes
1937203406,113388372398769635813,no
1937203406,114794723532613892967,no
193752342,112030252599313459958,yes
19379194,102886197764899636537,no
19379194,114466765109103767889,yes
193932856,103429767916333774260,no
193932856,104942482122681489774,yes
193932856,110983963879338917938,no
19400168,106287376820022456305,no
19400168,116232915934332884444,yes
19416034,110593853249475600967,no
19416034,111868566819315188595,no
19416034,116017045544741761540,yes
1943305304,104205385685631366134,no
1943305304,109635636531387235838,yes
19440707,104825570394776212637,no
19440707,108679594681931717316,no
19440707,117966124071550161829,yes
194820838,100542035640865292737,yes
194820838,102886197764899636537,no
194820838,118255512766703943814,no
1948942730,102760922043898306220,no
1948942730,106544113502730502763,no
1948942730,115229709603629003846,yes
1948942730,118136232699687858099,no
19524751,115538511733500383809,yes
19553235,100268061803425101102,no
19553235,100908668412225952857,yes
19564481,115074078652484765694,yes
19565945,102760922043898306220,no
19565945,108077669715451558070,yes
19568092,108337645793643389304,yes
195719544,109457232254244822943,no
195719544,114062746338010055059,yes
195719544,116223352894659732841,no
19576691,105068810644261567645,yes
19576691,112141671271909735156,no
195769182,109393848362875058618,yes
1957721984,102886197764899636537,no
1957721984,117627985631680088507,yes
195799707,100716977602077447415,no
195799707,104405679630072508308,no
195799707,115237092509505721130,no
195799707,116829160258127871472,yes
1958229696,105907253345245387317,no
1958229696,110055696802818180321,no
1958229696,112141671271909735156,no
1958229696,116578446959647853741,yes
196030267,101713037098205926660,no
196030267,110106182600549460510,yes
19615081,100054918675299764814,no
19615081,110798052408440637621,no
19615081,112336455824161176997,yes
19615081,115440101475605104914,no
1962051468,107446963344377969110,yes
1962051468,112141671271909735156,no
196420875,117688484800344143351,yes
196735127,112088907936938265020,yes
196769475,101496225020893974166,yes
196769475,103448640997558067665,no
196769475,106441570033029509222,no
196769475,118255512766703943814,no
1968269780,107556507660082582500,yes
19695795,106668359119420817306,yes
19695795,108284376742570502007,no
197002012,105211254097588470989,no
197002012,110146252900378345798,yes
197002012,112141671271909735156,no
1970271739,103135162823321948365,no
1970271739,109420270642726200915,yes
1970271739,112141671271909735156,no
19710733,102886197764899636537,no
19710733,117559707352590392897,yes
19712873,114872278656774583637,yes
197219171,111199381020046956826,yes
19724858,103280786824527848477,no
19724858,108726152831752630088,no
19724858,111161147524949095445,no
19724858,113948551694494569902,no
19724858,114794723532613892967,no
19724858,116426866495602280067,no
19724858,117499456715520382236,yes
19724858,118141110282336303741,no
19729971,105000864368700262321,no
19729971,116323713238259373654,yes
19734490,101229885505414754409,yes
19734490,104476844813271023215,no
19734490,108238411469513289667,no
19734490,117354960403553623970,no
19741448,114759198232624245733,yes
197417856,116715175873646505297,yes
197441181,100716977602077447415,no
197441181,104405679630072508308,no
197441181,106390028979839796189,no
197441181,107183390720684822923,yes
197441181,111587319385064085440,no
197441181,115237092509505721130,no
197452275,116715175873646505297,yes
19763073,105732513599704595427,yes
19765758,101532923049066862487,no
19765758,111490645885089453695,yes
19765758,115885579235623594084,no
1976587507,106331404879492856520,yes
1976587507,114352077396537903231,no
1978928256,111678466969497911201,yes
19799746,102886197764899636537,no
19799746,106475158519440584351,yes
19799746,106544113502730502763,no
19799746,117652009008178397669,no
19799746,118136232699687858099,no
19800177,102886197764899636537,no
19800177,110405561136709185275,yes
19847094,109266601634385891937,no
19847094,110711072637785202395,yes
19847094,116037908406574403484,no
19852491,105262240101118335352,yes
19852491,114231456603486238970,no
198846671,117114242324200738596,yes
198864841,115228928846322175104,yes
19913764,112429108839489938031,no
19913764,114044211730547579972,yes
19951689,105000864368700262321,no
19951689,111417548179513805640,yes
19951689,116715175873646505297,no
19973059,110021933900885835350,yes
199819852,106544113502730502763,no
199819852,107642031669528821826,yes
199819852,118136232699687858099,no
19995336,104394959870091930113,yes
200483415,100112562828301113020,no
200483415,103207242491885562252,yes
200497580,103647404645375869113,yes
200533526,102886197764899636537,no
200533526,106961857421840680759,no
200533526,108624673796766330767,yes
200533526,110346500530502745039,no
20065642,103815252780740650387,yes
20065642,110020827213867240810,no
20065642,114154578195585647571,no
200868191,102886197764899636537,no
200868191,103280308715226250900,yes
201223431,102886197764899636537,no
201223431,102936160408036876317,yes
201223431,105135198302843216163,no
2013121,103562558306298436052,yes
2013121,112430923224471933407,no
201444884,115954186387675387611,yes
20155591,103902709424118582055,yes
20184946,107612725887657560008,yes
20184946,118116829523529558812,no
20187037,101524893203257742949,no
20187037,104506223094200777936,yes
20187037,112703323488409728264,no
202634416,113090210766871505439,yes
202822143,114450719760889679262,yes
20285554,111106468294119969678,yes
202920058,113680895660977200357,yes
20340964,103448640997558067665,no
20340964,113258060035037205508,yes
20340964,118255512766703943814,no
20347196,103654500710885288671,yes
20347196,104323164264718518302,no
20347196,107026561255042056076,no
20347196,117874088889046833414,no
203890490,118085452282183162519,yes
20394412,111804396378199638320,yes
203952835,107207036779440960937,no
203952835,114459846292141450621,yes
20398758,115489999601593550545,yes
20404880,107197960825120985940,yes
20404880,110176482386206490784,no
20410945,101532923049066862487,no
20410945,101850426720940177011,yes
20410945,115491819550862840131,no
204322541,103488628587864167404,yes
20446633,106443534150740728724,no
20446633,110422045931847327708,no
20446633,113913641359424285838,yes
20446715,100680416036373279784,yes
20446715,106544113502730502763,no
20446715,118136232699687858099,no
20464329,102136601183797591108,no
20464329,102734224426625032292,yes
20464329,110593853249475600967,no
20464329,111868566819315188595,no
20464329,113962978034408602911,no
20464329,117613638752768553824,no
20466281,109933133580858019103,no
20466281,113465456026258701781,no
20466281,117175998873633329480,yes
20479549,103017672664518747211,no
20479549,105000864368700262321,no
20479549,107183390720684822923,no
20479549,113319621840001010636,yes
20479549,116673028308983871216,no
20479549,118125995247973624185,no
20481087,107506433023270101422,yes
205404105,100326914975623011947,no
205404105,108893809261055860068,no
205404105,113245442718406735049,yes
205404105,114465481367291273092,no
205663297,100310226879669808514,no
205663297,103811991028721683810,no
205663297,112941264944453866027,yes
205916517,106827760346378381718,yes
205916517,117948666731480474257,no
205921301,104474290011100240267,no
205921301,105003112096601370940,yes
20626414,104553858366329149136,yes
20626414,113247858824781712145,no
20626414,114197951660575959146,no
20626414,115885579235623594084,no
20632286,117354960403553623970,yes
20636476,112215512725117056959,yes
206605588,106246418917550323550,yes
20699322,107207036779440960937,yes
20708250,106728856043143204200,no
20708250,108838460486632837361,no
20708250,109075750629984743751,yes
207125862,114126733784086951500,yes
207125862,117240177669871793636,no
207150809,101069063888088881635,yes
20716946,100310226879669808514,yes
207281298,113304447617396141402,yes
20731231,101532923049066862487,no
20731231,106423164776813786517,yes
20779383,103184770455127536429,yes
20793025,105041155822701773216,no
20793025,111644098604085066898,yes
20793025,114794723532613892967,no
208201504,104350867145009486271,yes
208220615,110495608474269785741,yes
20841151,102798640974209279243,yes
208967343,106986190297737466480,yes
209664421,105268185962501937268,no
209664421,107868802925151317504,no
209664421,112119856178673629121,yes
209770805,106618588317943363161,no
209770805,106799187083406824945,yes
20980361,100267777884892163462,yes
20980361,102356310654888725548,no
20980361,109125078015384317470,no
20980361,114705439845350957312,no
210050078,100633194835991961412,no
210050078,102609064139731530438,yes
210050078,106544113502730502763,no
210050078,118136232699687858099,no
210843975,116377460083257596519,yes
210895672,110601082798860549248,yes
210924883,103994806208318185478,yes
21104374,109805424810055054508,yes
21104374,117133396142850414386,no
211268126,112592509156449504602,yes
211813037,108855670341677185094,yes
21183195,106708583109253597340,yes
212687768,104506223094200777936,yes
213144999,107197881648787880368,yes
21326377,101483043975990485812,yes
21326377,112075787323572915376,no
213462656,101867719598266894195,no
213462656,107461520202794364708,yes
21370599,105135198302843216163,no
21370599,118039180786941966145,yes
214336288,106291739582694781319,yes
214336288,116653992599208763428,no
214906984,104043200355429346976,yes
2151498037,113845744677770126857,yes
2151498037,116715175873646505297,no
2151739027,102760922043898306220,no
2151739027,116324743888565320543,yes
2151739027,118255512766703943814,no
21518524,103448640997558067665,no
21518524,104194670101026578005,yes
21518524,118255512766703943814,no
215389669,114174399573257744290,yes
21546683,105000864368700262321,no
21546683,107183390720684822923,no
21546683,111984192275632621190,yes
21546683,116017045544741761540,no
21546683,118125995247973624185,no
2157229831,107118598630402386846,no
2157229831,111945924033389395152,yes
216018961,113176508675646389014,yes
216018961,113464132509725830261,no
21603335,103170699702068387005,yes
21642593,100457511311050599880,yes
21642593,106544113502730502763,no
21642593,107082278701210921200,no
21642593,113109176238193092892,no
21642593,118136232699687858099,no
2165568888,109300144250008042614,yes
21691821,111552576128917427142,yes
216978742,107058573933969531364,yes
216978742,110593853249475600967,no
216978742,111868566819315188595,no
21700499,102582850565195817357,yes
21700499,107082278701210921200,no
21700499,114100305722809084568,no
21706152,112546014637358172192,yes
2174223967,104404638051004319506,yes
21750481,114238747346768017060,yes
2176240005,116792504393170149172,yes
21770604,114096530870647225083,yes
21798446,100909361165485110236,yes
21798446,103280786824527848477,no
21798446,108726152831752630088,no
21798446,111161147524949095445,no
21798446,114794723532613892967,no
21798446,116426866495602280067,no
218106698,102084257258559149993,no
218106698,112579702851534445758,no
218106698,113416672289469659241,yes
21846381,103253316389841845088,yes
21846381,103896564468847619089,no
21855875,103389383737927316226,no
21855875,103886756811589525024,no
21855875,107026561255042056076,yes
21855875,118085452282183162519,no
218584061,103280786824527848477,no
218584061,108726152831752630088,no
218584061,111161147524949095445,no
218584061,114794723532613892967,no
218584061,116426866495602280067,no
218584061,117563928309064346083,yes
2188047644,104323164264718518302,no
2188047644,105029407812926779654,yes
2188051796,101134705810703667469,no
2188051796,106713606374447391760,yes
218891839,103046463411955322825,yes
218891839,103280308715226250900,no
218891839,106544113502730502763,no
218891839,118136232699687858099,no
21910473,102760922043898306220,no
21910473,109756584355576174190,yes
219198715,115901661603327923789,yes
219770065,102665495303768772485,no
219770065,105620140288682614099,yes
21994432,112341455229776409962,yes
21994432,113382243766102297567,no
219960110,113549343345993015735,yes
22004680,106708583109253597340,no
22004680,111701882102895968005,no
22004680,115283714288345511793,yes
22004680,116856288076616258034,no
22019150,108238411469513289667,yes
220328342,112670822595410706174,yes
220328342,117591913938315705719,no
22035104,112137856260369073927,yes
22051921,101654051830498611450,no
22051921,106544113502730502763,no
22051921,117192720930006375687,yes
22051921,118136232699687858099,no
2205410077,112040862018317900693,yes
2205410077,114448495721857277008,no
22070642,105394759851141467272,yes
220920396,107767073772443003863,yes
2209362557,109857040975209966953,yes
2209362557,114244714407650509683,no
2210236752,116898133810537871417,yes
22128168,102660925149030065933,no
22128168,111051967635062777212,no
22128168,114448495721857277008,yes
22128767,102778651135760710184,yes
22128767,105135198302843216163,no
